name_a,type_a,name_b,type_b,similarity,decision,confidence,reason
營業秘密外洩,risk,營業祕密外洩,risk,0.971,same,1.0,兩節點名稱語意等價
資訊外洩,risk,資訊洩露,risk,0.9639,same,0.9,資訊外洩和資訊洩露是同義詞
機密資料外洩風險,risk,資料外洩風險,risk,0.9624,same,0.8,節點 A 和節點 B 都指涉資料外洩的風險，差異在於節點 A 強調機密資料
機密性 (confidentiality),principle,機密性,principle,0.8926,same,1.0,兩節點名稱語意等價
災難,risk,災害,risk,0.9611,same,0.9,災難和災害是同義詞
資訊洩漏,risk,資訊外洩,risk,0.962,same,0.9,資訊洩漏和資訊外洩是同義詞
資料丟失,risk,資料遺失,risk,0.968,same,0.9,資料丟失和資料遺失是同義詞
資訊洩漏,risk,資訊洩露,risk,0.9891,same,0.9,資訊洩漏和資訊洩露是同義詞
資訊安全風險,risk,資訊風險,risk,0.955,same,0.9,兩節點名稱語意相近，均指涉資訊安全領域的風險
資訊外洩,risk,敏感資訊外洩,risk,0.9578,same,0.9,資訊外洩和敏感資訊外洩語意相近，均指涉及敏感資訊的外洩風險
資料外洩,risk,資料洩露,risk,0.9574,same,0.9,資料外洩和資料洩露是同義詞
機密資料外洩,risk,資料洩露,risk,0.9407,same,0.9,機密資料外洩和資料洩露是同義詞
資料外洩,risk,機密資料外洩,risk,0.9518,same,0.8,資料外洩和機密資料外洩雖然名稱不同，但都指涉到敏感資訊的泄露，具有相似的核心概念
資訊洩漏,risk,敏感資訊外洩,risk,0.9406,same,0.9,資訊洩漏和敏感資訊外洩是同義詞
敏感性資料外洩,risk,敏感資訊外洩,risk,0.9478,same,0.9,節點 A 和節點 B 的名稱語意等價，均指涉敏感資料的外洩
資料洩露,risk,資訊洩露,risk,0.9357,same,0.9,資料洩露和資訊洩露是同義詞
項目風險,risk,風險,risk,0.9297,different,0.8,項目風險和風險雖相關但指稱不同概念
敏感性資料外洩,risk,資料外洩,risk,0.9268,same,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料外洩的安全風險
資訊安全風險,risk,網路安全風險,risk,0.9261,same,0.8,兩節點名稱語意相近，皆指涉安全風險
敏感性資料外洩,risk,機密資料外洩,risk,0.9217,same,0.9,兩節點名稱語意相近，均指資料外洩的風險
潛在風險,risk,風險,risk,0.9368,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指潛在的安全風險
資訊外洩,risk,資料外洩,risk,0.926,same,0.9,資訊外洩和資料外洩是同義詞
資訊洩漏,risk,資料洩露,risk,0.9215,same,0.9,資訊洩漏和資料洩露是同義詞
雲端採用風險,risk,雲端安全風險,risk,0.9189,same,0.9,兩節點名稱語意等價，均指雲端安全相關風險
資料風險,risk,資料外洩風險,risk,0.9212,different,0.8,資料風險和資料外洩風險相關但指稱不同概念
敏感性資料外洩,risk,資料洩露,risk,0.9191,same,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料的安全風險
資訊安全風險,risk,安全風險,risk,0.912,same,0.9,兩節點名稱語意等價，均指稱安全風險
外洩風險,risk,資料外洩風險,risk,0.9132,same,0.9,外洩風險和資料外洩風險是同義詞
資料損失,risk,資料丟失,risk,0.9146,same,0.9,資料損失和資料丟失是同義詞
安全風險,risk,風險,risk,0.9116,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指安全風險的概念
違反法律的風險,risk,法規風險,risk,0.9158,same,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及法律法規的風險
機密資料外洩,risk,敏感資訊外洩,risk,0.9091,same,0.9,機密資料外洩和敏感資訊外洩是同義詞
機密性外洩,risk,敏感資訊外洩,risk,0.9103,same,0.9,機密性外洩和敏感資訊外洩是同義詞
重大災害,risk,災害,risk,0.912,different,0.8,節點 A 和節點 B 雖然都與災害相關，但節點 A 強調的是重大災害，指稱更具體的嚴重災害概念，而節點 B 則是更一般的災害概念
資訊外洩,risk,資料洩露,risk,0.9105,same,0.9,資訊外洩和資料洩露是同義詞
個人資料洩漏,risk,資料洩露,risk,0.906,same,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及資料的安全風險
資訊外洩,risk,機密資料外洩,risk,0.9071,same,0.9,資訊外洩和機密資料外洩是同義詞
資訊安全風險,risk,大數據安全風險,risk,0.9056,different,0.8,兩節點雖相關但指稱不同概念
人員風險,risk,風險,risk,0.904,different,0.8,人員風險是風險的一種子類別
個人資料洩漏,risk,資訊洩漏,risk,0.9034,different,0.8,個人資料洩漏和資訊洩漏相關但指稱不同概念
安全風險,risk,實體安全風險,risk,0.9035,same,0.8,節點 A 和節點 B 的名稱語意相近，均指涉安全風險
敏感資訊外洩,risk,資訊洩露,risk,0.9372,same,0.9,節點 A 和節點 B 的名稱語意相近，均指涉資訊安全風險中的敏感資訊外露
檔案遺失,risk,資料遺失,risk,0.9027,same,0.9,檔案遺失和資料遺失在本體論類別risk下是同義詞
資料外洩,risk,資料外洩風險,risk,0.9028,same,0.9,兩節點名稱語意等價，均指資料外洩的風險
機密性外洩,risk,機密資料外洩,risk,0.9054,same,0.9,機密性外洩和機密資料外洩是同義詞
災難,risk,重大災害,risk,0.9021,same,0.8,災難和重大災害在本體論類別risk下為同義詞
資訊風險,risk,資料風險,risk,0.9013,same,0.9,資訊風險和資料風險是同義詞
檔案遺失,risk,資料丟失,risk,0.9009,same,0.9,檔案遺失和資料丟失是同義詞
聘僱風險,risk,人員風險,risk,0.9017,same,0.8,聘僱風險和人員風險在本體論類別risk下指稱同一概念
外洩風險,risk,機密資料外洩風險,risk,0.9085,same,0.9,外洩風險和機密資料外洩風險語意相近，均指涉及敏感資訊的安全風險
資料外洩,risk,敏感資訊外洩,risk,0.9007,same,0.9,資料外洩和敏感資訊外洩是同義詞
營運中斷,risk,業務中斷,risk,0.9007,same,0.9,營運中斷和業務中斷是同義詞
企業風險,risk,風險,risk,0.902,different,0.8,節點 A 和節點 B 雖然都屬於風險類別，但企業風險是風險的一個特定子類別
機密資料外洩,risk,資訊洩露,risk,0.9002,same,0.9,機密資料外洩和資訊洩露是同義詞，均指涉及敏感資訊的泄露
個人資料洩漏,risk,資訊洩露,risk,0.8992,same,0.8,個人資料洩漏和資訊洩露在本體論類別risk下具有相似的語意含義
安全風險,risk,網路安全風險,risk,0.8982,different,0.8,節點 A 和節點 B 雖然都與安全風險相關，但節點 B 特指網路安全風險，範圍更為狹窄
損失,risk,財務損失,risk,0.9,different,0.8,節點 A 和節點 B 雖然都與損失相關，但節點 A 的損失更為廣泛，節點 B 的財務損失則是特指金錢上的損失
安全疑慮,risk,安全問題,risk,0.9006,same,0.8,安全疑慮和安全問題是同義詞
敏感資訊外洩,risk,資料洩露,risk,0.8967,same,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及敏感資訊的外洩或泄露
資訊洩漏,risk,機密資料外洩,risk,0.8945,same,0.9,資訊洩漏和機密資料外洩是同義詞
法規風險,risk,合規風險,risk,0.8989,same,0.9,法規風險和合規風險是同義詞，均指組織因未能遵守相關法規而面臨的風險
收入損失,risk,損失,risk,0.9042,different,0.8,節點 A 和節點 B 雖然都與損失相關，但收入損失是特指財務上的損失，而損失的概念更廣泛，可能包含非財務上的損失。
組織風險,risk,人員風險,risk,0.8953,different,0.8,組織風險和人員風險是兩種不同類型的風險
機密性外洩,risk,資訊外洩,risk,0.8967,same,0.9,機密性外洩和資訊外洩是同義詞
合規風險,risk,風險,risk,0.8944,different,0.8,節點 A 和節點 B 雖然都屬於 risk 類別，但合規風險是一種特定的風險類型，而風險是一個更廣泛的概念
資訊風險,risk,資訊產品應用風險,risk,0.8917,different,0.8,節點 A 和節點 B 雖然都與資訊風險相關，但指稱的概念不同，節點 A 較為廣泛，節點 B 則著重於資訊產品的應用風險
資訊外洩,risk,醫療資訊外洩,risk,0.8951,different,0.8,節點 A 和節點 B 雖然都與資訊外洩相關，但節點 B 特指醫療資訊外洩，指稱不同概念
網路交易風險,risk,網路安全風險,risk,0.893,same,0.9,網路交易風險和網路安全風險在本體論類別risk下具有相近的語意含義
資料損失,risk,資料損壞,risk,0.8905,different,0.8,資料損失和資料損壞雖相關但指稱不同概念
組織風險,risk,企業風險,risk,0.8892,same,0.9,組織風險和企業風險在本體論類別risk下是同義詞
資料外洩,risk,資訊洩露,risk,0.8877,same,0.9,資料外洩和資訊洩露是同義詞
安全風險,risk,潛在風險,risk,0.8901,same,0.9,節點名稱語意等價
資訊外洩,risk,敏感性資料外洩,risk,0.8909,same,0.9,資訊外洩和敏感性資料外洩語意相近，均指涉及敏感資訊的外露
損失,risk,公司損失,risk,0.8892,different,0.8,節點 A 和節點 B 雖然都與損失相關，但節點 B 特指公司損失，指稱不同概念
損失,risk,業務損失,risk,0.8903,different,0.8,節點 A 和節點 B 雖然都與損失相關，但節點 B 特指業務損失，範圍更為狹窄
損失,risk,重大損失,risk,0.8869,different,0.8,節點 A 和節點 B 雖然都與損失相關，但節點 B 的『重大』限定詞使其指稱更為嚴重的損失概念
收入損失,risk,財務損失,risk,0.8863,same,0.9,收入損失和財務損失是同義詞
資訊風險,risk,風險,risk,0.8866,different,0.8,節點 A 和節點 B 雖然都屬於 risk 類別，但資訊風險是風險的一種特定類型
網路安全風險,risk,雲端安全風險,risk,0.8853,different,0.8,兩節點雖相關但指稱不同安全風險類型
公司損失,risk,業務損失,risk,0.8941,same,0.8,公司損失和業務損失在風險本體論類別下具有相似的語意含義
安全風險,risk,iot安全風險,risk,0.8849,different,0.8,節點 A 和節點 B 雖然都與安全風險相關，但節點 B 特指 IoT 安全風險，指稱不同概念
組織風險,risk,風險,risk,0.8838,different,0.8,節點 A 和節點 B 雖然都屬於風險類別，但節點 A 特指組織風險，節點 B 則為更廣泛的風險概念
內部舞弊風險,risk,內部控制風險,risk,0.8836,different,0.8,內部舞弊風險和內部控制風險雖相關但指稱不同概念
大數據安全風險,risk,網路安全風險,risk,0.8836,different,0.8,兩節點雖相關但指稱不同概念
個人資料洩漏,risk,敏感資訊外洩,risk,0.8834,same,0.9,個人資料洩漏和敏感資訊外洩是同義詞
事故,risk,意外事件,risk,0.883,same,0.8,事故和意外事件是同義詞
安全風險,risk,大數據安全風險,risk,0.8828,different,0.8,節點 A 和節點 B 雖然都與安全風險相關，但節點 B 特指大數據安全風險，指稱不同概念
醫療資訊外洩,risk,資訊洩露,risk,0.8826,same,0.9,兩節點名稱語意相近，均指涉資訊外洩的風險
機密性外洩,risk,資訊洩露,risk,0.8825,same,0.9,機密性外洩和資訊洩露是同義詞，均指涉及敏感資訊的泄露
資訊洩漏,risk,資料外洩,risk,0.8809,same,0.9,資訊洩漏和資料外洩是同義詞
安全風險,risk,安全疑慮,risk,0.8827,same,0.8,安全風險和安全疑慮在本體論類別risk下為同義詞
機密資料外洩風險,risk,機密資料外洩,risk,0.8817,same,0.9,機密資料外洩風險和機密資料外洩語意上相近，風險是指可能發生的事件，外洩是事件本身，兩者相關但風險是外洩的前置狀態
機密資料外洩風險,risk,資料風險,risk,0.8803,different,0.8,機密資料外洩風險和資料風險雖相關但指稱不同概念
中斷風險,risk,業務中斷風險,risk,0.8822,same,0.8,中斷風險和業務中斷風險在語意上相近，業務中斷風險可以視為中斷風險的一種具體情況
資料風險,risk,大數據安全風險,risk,0.8785,different,0.8,資料風險和大數據安全風險雖相關但指稱不同概念
冒用風險,risk,風險,risk,0.8809,different,0.8,節點 A 的冒用風險是風險的一種特定類型，而節點 B 的風險是更廣泛的概念
機密性外洩,risk,資訊洩漏,risk,0.8778,same,0.9,機密性外洩和資訊洩漏是同義詞，均指涉及敏感資訊的泄露
資料丟失,risk,資料損壞,risk,0.8801,different,0.8,資料丟失和資料損壞是相關但不同的安全風險概念
資訊安全風險,risk,資料風險,risk,0.8771,same,0.8,資訊安全風險和資料風險在本體論類別risk下語意相近
機密性外洩,risk,個資外洩,risk,0.8769,same,0.8,機密性外洩和個資外洩都指涉及敏感信息的泄露
個人資料洩漏,risk,資訊外洩,risk,0.8764,same,0.9,個人資料洩漏和資訊外洩是同義詞
項目風險,risk,潛在風險,risk,0.8772,same,0.8,項目風險和潛在風險在安全風險的本體論類別下具有相似的語意含義
敏感性資料外洩,risk,資訊洩露,risk,0.8759,same,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及資訊的外洩或泄露
資訊洩漏,risk,敏感性資料外洩,risk,0.8768,same,0.9,資訊洩漏和敏感性資料外洩是同義詞
資料風險,risk,資料遺失風險,risk,0.8781,same,0.8,資料風險和資料遺失風險都是關於資料安全的風險，且資料遺失風險可以被視為資料風險的一種子類
個人資料洩漏,risk,機密資料外洩,risk,0.8744,same,0.9,個人資料洩漏和機密資料外洩語意相近，均指涉密信息的泄露
系統無法使用,risk,系統無法執行任務,risk,0.8748,same,0.9,系統無法使用和系統無法執行任務語意相近
機密性外洩,risk,營業秘密外洩,risk,0.8742,same,0.8,機密性外洩和營業秘密外洩都是指敏感信息的泄露
服務損失,risk,損失,risk,0.8731,different,0.8,服務損失和損失相關但指稱不同概念
